seed,task,split,episode,pose_shift,support_shift,occlusion,semantic_shift,contact_shift,distractor_density,counterfactual_need,visible_signal,latent_affordance,best_counterfactual_gain,affordance_label,counterfactual_label,unsafe_action_pressure
0,cluttered_rearrangement_pick,nominal_affordance,0,0.0,0.0,0.08453180175881847,0.0,0.14076545060749035,0.07855110030968167,0.14382814349606074,0.6173200176396139,0.47848923405915167,0.21443829683587134,0,0,0.32120836463735664
0,cluttered_rearrangement_pick,nominal_affordance,1,0.05264612570419982,0.0,0.04621358232712528,0.0771555563096026,0.13569936064285765,0.07058134761830658,0.2994217786202281,0.5913275983338271,0.5281853670309385,0.2672757577045029,1,0,0.19664534367157904
0,cluttered_rearrangement_pick,nominal_affordance,2,0.005524514618538603,0.0,0.04596102508880023,0.07466053467061239,0.04433403497884129,0.15783176367117924,0.19532935284091993,0.6599191645206693,0.557621854095588,0.13865850096584834,1,0,0.2978574779614054
0,cluttered_rearrangement_pick,nominal_affordance,3,0.00776105391580007,0.0,0.1100126502555552,0.1011255372992129,0.16676868177625462,0.09325467573372866,0.24452353135965876,0.6659679947270511,0.6422184889439748,0.11849882298933133,1,0,0.3462615339823909
0,cluttered_rearrangement_pick,nominal_affordance,4,0.0,0.006476071816794113,0.1036502354556849,0.09559625892263435,0.15180751629985076,0.08789285091908326,0.2703151268989128,0.674171038779067,0.5377149026360009,0.14557744755389307,1,0,0.3131614851227366
0,cluttered_rearrangement_pick,nominal_affordance,5,0.0,0.023674029670292918,0.12680788627967882,0.0796631398547187,0.08207867043555088,0.06831849552567741,0.25064882800080174,0.6746368436964215,0.6556336829929041,0.2579861247046438,1,0,0.24703288505071125
0,cluttered_rearrangement_pick,nominal_affordance,6,0.005809696518611426,0.0,0.061838724436466264,0.14018719617400127,0.16713901358489497,0.05765583784526742,0.2778399075101608,0.7442188940463158,0.6405218186265342,0.1693407015563454,1,0,0.3424407486540809
0,cluttered_rearrangement_pick,nominal_affordance,7,0.0019978332083822638,0.004319497735390842,0.02912338875795148,0.05948511741099081,0.05998899142955076,0.16862252205352365,0.23038007963316487,0.640572914591083,0.5133279481424444,0.1753389886118932,1,0,0.23346190578927414
0,cluttered_rearrangement_pick,nominal_affordance,8,0.030574358558661273,0.0,0.1093903280854486,0.03650777982164959,0.045938564378301905,0.14165422172421277,0.12114251937944638,0.5825013597270158,0.5665216823992568,0.1278409967297904,1,0,0.31053645392968876
0,cluttered_rearrangement_pick,nominal_affordance,9,0.0,0.0,0.15717051010009214,0.11904174454501948,0.11276300075755452,0.10670930373732246,0.2595125602400756,0.4996510149865044,0.577809315813756,0.1424761714535088,1,0,0.31888998100960125
