comparison,metric,mean,ci95,lower95,upper95,better_seeds,n,split
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,task_success,0.2515625,0.014991543719772545,0.23657095628022748,0.2665540437197726,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,affordance_ap,0.05301626515463537,0.02003068646187469,0.03298557869276068,0.07304695161651006,9,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,counterfactual_recall,1.0,0.0,1.0,1.0,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,counterfactual_precision,0.8421875,0.016393480112551363,0.8257940198874486,0.8585809801125514,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,invalid_action,-0.17343749999999997,0.025375232810766826,-0.19881273281076678,-0.14806226718923315,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,damage_rate,-0.12239583333333333,0.01640760025307829,-0.13880343358641162,-0.10598823308025504,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,planning_regret,-0.17313664311411428,0.0014638470909113172,-0.1746004902050256,-0.17167279602320296,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,probe_cost,0.025600000000000005,2.266705341943028e-18,0.0256,0.025600000000000008,0,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,map_ece,0.2584852757920482,0.001644342121941277,0.25684093367010696,0.2601296179139895,0,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,support_transfer_violation,-0.2119481659404027,0.0024267139245804574,-0.21437487986498316,-0.20952145201582223,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,semantic_transfer_violation,-0.19528608527288877,0.0020747493604236747,-0.19736083463331244,-0.1932113359124651,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,robust_utility,0.6469751085132134,0.04077860594166324,0.6061965025715501,0.6877537144548767,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,mechanism_utility,0.4855023996978257,0.0009042779987150459,0.48459812169911065,0.4864066776965408,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_observed_affordance_map,action_churn,-0.14145873024103497,0.0020173165178097125,-0.14347604675884468,-0.13944141372322527,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,task_success,0.21614583333333334,0.020543874543279307,0.19560195879005404,0.23668970787661264,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,affordance_ap,0.037841563601436645,0.016836650818762646,0.021004912782674,0.054678214420199295,9,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,counterfactual_recall,1.0,0.0,1.0,1.0,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,counterfactual_precision,0.8421875,0.016393480112551363,0.8257940198874486,0.8585809801125514,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,invalid_action,-0.16718749999999996,0.035540706670418296,-0.20272820667041824,-0.13164679332958168,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,damage_rate,-0.0890625,0.018850897506632287,-0.10791339750663229,-0.07021160249336772,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,planning_regret,-0.14794878114183238,0.0012537608463259692,-0.14920254198815835,-0.1466950202955064,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,probe_cost,0.025600000000000005,2.266705341943028e-18,0.0256,0.025600000000000008,0,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,map_ece,0.038434083777903943,0.020421101056533664,0.01801298272137028,0.05885518483443761,1,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,support_transfer_violation,-0.17539304350728546,0.002688601098070353,-0.1780816446053558,-0.17270444240921512,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,semantic_transfer_violation,-0.1674564580498194,0.0018508173448312998,-0.1693072753946507,-0.1656056407049881,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,robust_utility,0.5570727717992827,0.04826288538603461,0.5088098864132481,0.6053356571853173,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,mechanism_utility,0.4278785679713401,0.0012546047005027655,0.42662396327083735,0.42913317267184287,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_multi_affordance_grasping,action_churn,-0.12077530943942172,0.002004653766815027,-0.12277996320623674,-0.1187706556726067,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_graph_conv_affordance,task_success,0.17291666666666666,0.0253638225701563,0.14755284409651037,0.19828048923682295,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_graph_conv_affordance,affordance_ap,0.037482080045817115,0.014773700851879177,0.022708379193937936,0.052255780897696294,10,10,combined_counterfactual_stress
causal_counterfactual_affordance_planner_v5_minus_graph_conv_affordance,counterfactual_recall,1.0,0.0,1.0,1.0,10,10,combined_counterfactual_stress
